list number , list elements of sort 
614 , 14 
615 , 14 
616 , 9 
617 , 20 
618 , 20 
619 , 9 
620 , 10 
621 , 18 
622 , 14 
623 , 13 
624 , 9 
625 , 13 
626 , 13 
627 , 11 
628 , 11 
629 , 12 
630 , 16 
631 , 17 
632 , 17 
633 , 16 
634 , 20 
635 , 14 
636 , 18 
637 , 18 
638 , 16 
639 , 12 
640 , 20 
641 , 14 
642 , 19 
643 , 16 
644 , 6 
645 , 17 
646 , 18 
647 , 20 
648 , 12 
649 , 26 
650 , 23 
651 , 20 
652 , 19 
653 , 19 
654 , 20 
655 , 12 
656 , 19 
657 , 16 
658 , 19 
659 , 18 
660 , 10 
661 , 15 
662 , 8 
663 , 19 
664 , 13 
665 , 12 
666 , 17 
667 , 14 
668 , 13 
669 , 20 
670 , 12 
671 , 7 
672 , 8 
673 , 8 
674 , 7 
675 , 9 
676 , 7 
677 , 9 
678 , 6 
679 , 14 
680 , 7 
681 , 23 
682 , 12 
683 , 18 
684 , 8 
685 , 8 
686 , 13 
687 , 9 
688 , 6 
689 , 8 
690 , 13 
691 , 11 
692 , 10 
693 , 19 
694 , 8 
695 , 9 
696 , 17 
697 , 10 
698 , 14 
699 , 12 
700 , 16 
701 , 18 
702 , 15 
703 , 12 
704 , 16 
705 , 10 
706 , 14 
707 , 12 
708 , 6 
709 , 10 
710 , 18 
711 , 10 
712 , 13 
713 , 13 
714 , 10 
715 , 14 
716 , 8 
717 , 10 
718 , 4 
719 , 10 
720 , 12 
721 , 5 
722 , 6 
723 , 11 
724 , 3 
725 , 8 
726 , 3 
727 , 8 
728 , 10 
729 , 11 
730 , 10 
731 , 16 
732 , 15 
733 , 10 
734 , 12 
735 , 12 
736 , 18 
737 , 10 
738 , 9 
739 , 12 
740 , 8 
741 , 8 
742 , 17 
743 , 14 
744 , 10 
745 , 18 
746 , 13 
747 , 16 
748 , 12 
749 , 14 
750 , 14 
751 , 19 
752 , 20 
753 , 20 
754 , 13 
755 , 19 
756 , 17 
757 , 15 
758 , 9 
759 , 20 
760 , 19 
761 , 13 
762 , 7 
763 , 18 
764 , 13 
765 , 12 
766 , 18 
767 , 11 
768 , 9 
769 , 17 
770 , 6 
771 , 14 
772 , 10 
773 , 11 
774 , 8 
775 , 8 
776 , 10 
777 , 10 
778 , 15 
779 , 11 
780 , 11 
781 , 2 
782 , 10 
783 , 4 
784 , 11 
785 , 4 
786 , 4 
787 , 10 
788 , 5 
789 , 10 
790 , 5 
791 , 8 
792 , 7 
793 , 8 
794 , 7 
795 , 10 
796 , 10 
797 , 13 
798 , 9 
799 , 12 
800 , 6 
801 , 14 
802 , 4 
803 , 10 
804 , 12 
805 , 13 
806 , 10 
807 , 8 
808 , 5 
809 , 11 
810 , 12 
811 , 11 
812 , 11 
813 , 4 
814 , 13 
815 , 13 
816 , 7 
817 , 7 
818 , 9 
819 , 7 
820 , 6 
821 , 6 
822 , 5 
823 , 5 
824 , 5 
825 , 3 
826 , 5 
827 , 5 
828 , 7 
829 , 6 
830 , 4 
831 , 14 
832 , 3 
833 , 7 
834 , 8 
835 , 6 
836 , 7 
837 , 4 
838 , 8 
839 , 6 
840 , 4 
841 , 5 
842 , 13 
843 , 6 
844 , 6 
845 , 4 
846 , 9 
847 , 7 
848 , 9 
849 , 11 
850 , 9 
851 , 8 
852 , 6 
853 , 12 
854 , 9 
855 , 11 
856 , 11 
857 , 11 
858 , 10 
859 , 2 
860 , 6 
861 , 14 
862 , 9 
863 , 16 
864 , 6 
865 , 5 
866 , 8 
867 , 13 
868 , 10 
869 , 14 
870 , 6 
871 , 9 
872 , 8 
873 , 11 
874 , 6 
875 , 6 
876 , 9 
877 , 13 
878 , 7 
879 , 2 
880 , 5 
881 , 8 
882 , 9 
883 , 1 
884 , 10 
885 , 7 
886 , 5 
887 , 11 
888 , 6 
889 , 7 
890 , 5 
891 , 5 
892 , 9 
893 , 2 
894 , 4 
895 , 5 
896 , 7 
897 , 7 
898 , 8 
899 , 1 
900 , 8 
901 , 5 
902 , 4 
903 , 3 
904 , 4 
905 , 3 
906 , 6 
907 , 6 
908 , 6 
909 , 6 
910 , 4 
911 , 10 
912 , 12 
913 , 9 
914 , 9 
915 , 10 
916 , 4 
917 , 4 
918 , 2 
919 , 4 
920 , 7 
921 , 4 
922 , 5 
923 , 5 
924 , 3 
925 , 3 
926 , 3 
927 , 5 
928 , 4 
929 , 2 
930 , 5 
931 , 3 
932 , 2 
933 , 4 
934 , 3 
935 , 3 
936 , 4 
937 , 4 
938 , 5 
939 , 3 
940 , 5 
941 , 4 
942 , 0 
943 , 6 
944 , 1 
945 , 4 
946 , 9 
947 , 3 
948 , 5 
949 , 4 
950 , 3 
951 , 4 
952 , 7 
953 , 6 
954 , 6 
955 , 5 
956 , 5 
957 , 5 
958 , 7 
959 , 1 
960 , 6 
961 , 8 
962 , 10 
963 , 2 
964 , 4 
965 , 5 
966 , 2 
967 , 6 
968 , 8 
969 , 5 
970 , 8 
971 , 1 
972 , 4 
973 , 8 
974 , 10 
975 , 8 
976 , 7 
977 , 9 
978 , 8 
979 , 4 
980 , 2 
981 , 3 
982 , 11 
983 , 5 
984 , 5 
985 , 8 
986 , 6 
987 , 8 
988 , 5 
989 , 4 
990 , 5 
991 , 11 
992 , 7 
993 , 3 
994 , 8 
995 , 3 
996 , 4 
997 , 3 
998 , 6 
999 , 6 
1000 , 6 
1001 , 6 
1002 , 3 
1003 , 3 
1004 , 9 
1005 , 3 
1006 , 7 
1007 , 4 
1008 , 4 
1009 , 0 
1010 , 0 
1011 , 2 
1012 , 1 
1013 , 5 
1014 , 1 
1015 , 1 
1016 , 2 
1017 , 7 
1018 , 8 
1019 , 6 
1020 , 7 
1021 , 11 
1022 , 4 
1023 , 2 
1024 , 5 
1025 , 3 
1026 , 3 
1027 , 5 
1028 , 3 
1029 , 2 
1030 , 6 
1031 , 5 
1032 , 5 
1033 , 2 
1034 , 3 
1035 , 4 
1036 , 7 
1037 , 6 
1038 , 3 
1039 , 2 
1040 , 3 
1041 , 1 
1042 , 2 
1043 , 6 
1044 , 4 
1045 , 3 
1046 , 3 
1047 , 1 
1048 , 2 
1049 , 5 
1050 , 4 
1051 , 3 
1052 , 0 
1053 , 2 
1054 , 3 
1055 , 4 
1056 , 3 
1057 , 3 
1058 , 4 
1059 , 3 
1060 , 2 
1061 , 5 
1062 , 5 
1063 , 5 
1064 , 4 
1065 , 4 
1066 , 2 
1067 , 4 
1068 , 8 
1069 , 1 
1070 , 0 
1071 , 6 
1072 , 2 
1073 , 6 
1074 , 5 
1075 , 0 
1076 , 3 
1077 , 6 
1078 , 2 
1079 , 4 
1080 , 6 
1081 , 6 
1082 , 4 
1083 , 0 
1084 , 5 
1085 , 5 
1086 , 1 
1087 , 1 
1088 , 1 
1089 , 2 
1090 , 4 
1091 , 4 
1092 , 3 
1093 , 7 
1094 , 5 
1095 , 3 
1096 , 2 
1097 , 4 
1098 , 7 
1099 , 1 
1100 , 6 
1101 , 0 
1102 , 1 
1103 , 5 
1104 , 5 
1105 , 1 
1106 , 2 
1107 , 3 
1108 , 1 
1109 , 1 
1110 , 4 
1111 , 2 
1112 , 2 
1113 , 0 
1114 , 3 
1115 , 2 
1116 , 2 
1117 , 5 
1118 , 3 
1119 , 2 
1120 , 2 
1121 , 4 
1122 , 4 
1123 , 2 
1124 , 6 
1125 , 2 
1126 , 3 
1127 , 7 
1128 , 0 
1129 , 1 
1130 , 2 
1131 , 1 
1132 , 0 
1133 , 0 
1134 , 4 
1135 , 4 
1136 , 5 
1137 , 2 
1138 , 4 
1139 , 3 
1140 , 6 
1141 , 5 
1142 , 2 
1143 , 1 
1144 , 1 
1145 , 2 
1146 , 1 
1147 , 2 
1148 , 5 
1149 , 1 
1150 , 2 
1151 , 1 
1152 , 0 
1153 , 3 
1154 , 2 
1155 , 2 
1156 , 1 
1157 , 2 
1158 , 0 
1159 , 3 
1160 , 1 
1161 , 1 
1162 , 3 
1163 , 2 
1164 , 3 
1165 , 1 
1166 , 1 
1167 , 2 
1168 , 2 
1169 , 0 
1170 , 4 
1171 , 3 
1172 , 2 
1173 , 4 
1174 , 2 
1175 , 4 
1176 , 1 
1177 , 2 
1178 , 4 
1179 , 1 
1180 , 2 
1181 , 3 
1182 , 4 
1183 , 0 
1184 , 5 
1185 , 0 
1186 , 1 
1187 , 4 
1188 , 1 
1189 , 0 
1190 , 1 
1191 , 2 
1192 , 1 
1193 , 1 
1194 , 2 
1195 , 1 
1196 , 3 
1197 , 2 
1198 , 1 
1199 , 1 
1200 , 0 
1201 , 2 
1202 , 0 
1203 , 1 
1204 , 1 
1205 , 3 
1206 , 2 
1207 , 2 
1208 , 1 
1209 , 2 
1210 , 0 
1211 , 1 
1212 , 0 
1213 , 2 
1214 , 2 
1215 , 1 
1216 , 0 
1217 , 1 
1218 , 0 
1219 , 3 
1220 , 1 
1221 , 2 
1222 , 0 
1223 , 3 
1224 , 1 
1225 , 2 
1226 , 1 
1227 , 0 
1228 , 2 
1229 , 1 
1230 , 3 
1231 , 0 
1232 , 1 
1233 , 2 
1234 , 1 
1235 , 2 
1236 , 1 
1237 , 3 
1238 , 2 
1239 , 1 
1240 , 0 
1241 , 0 
1242 , 2 
1243 , 2 
1244 , 0 
1245 , 5 
1246 , 3 
1247 , 1 
1248 , 2 
1249 , 2 
1250 , 2 
1251 , 0 
1252 , 0 
1253 , 0 
1254 , 1 
1255 , 0 
1256 , 0 
1257 , 1 
1258 , 2 
1259 , 0 
1260 , 2 
1261 , 3 
1262 , 0 
1263 , 0 
1264 , 2 
1265 , 0 
1266 , 1 
1267 , 0 
1268 , 0 
1269 , 0 
1270 , 3 
1271 , 0 
1272 , 3 
1273 , 1 
1274 , 1 
1275 , 1 
1276 , 1 
1277 , 1 
1278 , 0 
1279 , 1 
1280 , 1 
1281 , 0 
1282 , 1 
1283 , 5 
1284 , 2 
1285 , 1 
1286 , 2 
1287 , 1 
1288 , 4 
1289 , 4 
1290 , 2 
1291 , 4 
1292 , 2 
1293 , 0 
1294 , 0 
1295 , 0 
1296 , 0 
1297 , 0 
1298 , 1 
1299 , 0 
1300 , 1 
1301 , 0 
1302 , 2 
1303 , 1 
1304 , 2 
1305 , 1 
1306 , 3 
1307 , 0 
1308 , 1 
1309 , 1 
1310 , 0 
1311 , 0 
1312 , 0 
1313 , 1 
1314 , 1 
1315 , 0 
1316 , 1 
1317 , 1 
1318 , 1 
1319 , 2 
1320 , 1 
1321 , 1 
1322 , 0 
1323 , 2 
1324 , 1 
1325 , 1 
1326 , 0 
1327 , 1 
1328 , 0 
1329 , 1 
1330 , 0 
1331 , 1 
1332 , 0 
1333 , 0 
1334 , 1 
1335 , 0 
1336 , 0 
1337 , 0 
1338 , 2 
1339 , 0 
1340 , 1 
1341 , 0 
1342 , 0 
1343 , 0 
1344 , 1 
1345 , 1 
1346 , 1 
1347 , 1 
1348 , 1 
1349 , 0 
1350 , 0 
1351 , 0 
1352 , 2 
1353 , 1 
1354 , 2 
1355 , 0 
1356 , 1 
1357 , 0 
1358 , 0 
1359 , 1 
1360 , 2 
1361 , 2 
1362 , 1 
1363 , 0 
1364 , 0 
1365 , 0 
1366 , 0 
1367 , 1 
1368 , 1 
1369 , 0 
1370 , 1 
1371 , 1 
1372 , 0 
1373 , 0 
1374 , 0 
1375 , 1 
1376 , 0 
1377 , 1 
1378 , 0 
1379 , 0 
1380 , 1 
1381 , 1 
1382 , 0 
1383 , 0 
1384 , 1 
1385 , 1 
1386 , 0 
1387 , 0 
1388 , 1 
1389 , 1 
1390 , 0 
1391 , 1 
1392 , 2 
1393 , 1 
1394 , 0 
1395 , 0 
1396 , 0 
1397 , 1 
1398 , 1 
1399 , 1 
1400 , 0 
1401 , 1 
1402 , 1 
1403 , 0 
1404 , 0 
1405 , 0 
1406 , 0 
1407 , 1 
1408 , 0 
1409 , 0 
1410 , 2 
1411 , 1 
1412 , 1 
1413 , 1 
1414 , 0 
1415 , 0 
1416 , 1 
1417 , 0 
1418 , 1 
1419 , 1 
1420 , 0 
1421 , 1 
1422 , 0 
1423 , 1 
1424 , 0 
1425 , 1 
1426 , 0 
1427 , 1 
1428 , 0 
1429 , 0 
1430 , 2 
1431 , 2 
1432 , 0 
1433 , 0 
1434 , 0 
1435 , 0 
1436 , 0 
1437 , 0 
1438 , 1 
1439 , 0 
1440 , 0 
1441 , 1 
1442 , 0 
1443 , 0 
1444 , 0 
1445 , 0 
1446 , 1 
1447 , 0 
1448 , 0 
1449 , 0 
1450 , 1 
1451 , 0 
1452 , 1 
1453 , 0 
1454 , 1 
1455 , 0 
1456 , 0 
1457 , 0 
1458 , 1 
1459 , 0 
1460 , 0 
1461 , 0 
1462 , 0 
1463 , 0 
1464 , 0 
1465 , 0 
1466 , 0 
1467 , 1 
1468 , 0 
1469 , 1 
1470 , 0 
1471 , 0 
1472 , 0 
1473 , 0 
1474 , 0 
1475 , 0 
1476 , 0 
1477 , 0 
1478 , 0 
1479 , 0 
1480 , 0 
1481 , 2 
1482 , 0 
1483 , 0 
1484 , 0 
1485 , 1 
1486 , 0 
1487 , 1 
1488 , 0 
1489 , 0 
1490 , 1 
1491 , 1 
1492 , 0 
1493 , 1 
1494 , 0 
1495 , 1 
1496 , 1 
1497 , 0 
1498 , 0 
1499 , 0 
1500 , 0 
1501 , 0 
1502 , 0 
1503 , 0 
1504 , 0 
1505 , 0 
1506 , 1 
1507 , 2 
1508 , 0 
1509 , 0 
1510 , 0 
1511 , 0 
1512 , 1 
1513 , 0 
1514 , 0 
1515 , 1 
1516 , 0 
1517 , 1 
1518 , 0 
1519 , 1 
1520 , 1 
1521 , 0 
1522 , 0 
1523 , 0 
1524 , 0 
1525 , 0 
1526 , 0 
1527 , 0 
1528 , 0 
1529 , 0 
1530 , 0 
1531 , 0 
1532 , 0 
1533 , 0 
1534 , 0 
1535 , 0 
1536 , 0 
1537 , 0 
1538 , 0 
1539 , 0 
1540 , 1 
1541 , 0 
1542 , 0 
1543 , 0 
1544 , 0 
1545 , 0 
1546 , 0 
1547 , 0 
1548 , 0 
1549 , 0 
1550 , 0 
1551 , 0 
1552 , 0 
1553 , 1 
1554 , 0 
1555 , 0 
1556 , 1 
1557 , 0 
1558 , 0 
1559 , 0 
1560 , 1 
1561 , 0 
1562 , 0 
1563 , 0 
1564 , 0 
1565 , 0 
1566 , 0 
1567 , 0 
1568 , 0 
1569 , 0 
1570 , 0 
1571 , 0 
1572 , 1 
1573 , 0 
1574 , 0 
1575 , 0 
1576 , 0 
1577 , 1 
1578 , 1 
1579 , 0 
1580 , 0 
1581 , 0 
1582 , 1 
1583 , 1 
1584 , 0 
1585 , 1 
1586 , 0 
1587 , 0 
1588 , 0 
1589 , 0 
1590 , 0 
1591 , 0 
1592 , 0 
1593 , 1 
1594 , 0 
1595 , 0 
1596 , 0 
1597 , 0 
1598 , 0 
1599 , 0 
1600 , 0 
1601 , 0 
1602 , 0 
1603 , 0 
1604 , 0 
1605 , 0 
1606 , 0 
1607 , 0 
1608 , 0 
1609 , 0 
1610 , 0 
1611 , 0 
1612 , 0 
1613 , 0 
1614 , 0 
1615 , 0 
1616 , 0 
1617 , 0 
1618 , 0 
1619 , 0 
1620 , 0 
1621 , 0 
1622 , 0 
1623 , 0 
1624 , 0 
1625 , 1 
1626 , 0 
1627 , 0 
1628 , 0 
1629 , 0 
1630 , 0 
1631 , 1 
1632 , 1 
1633 , 0 
1634 , 0 
1635 , 0 
1636 , 0 
1637 , 0 
1638 , 0 
1639 , 0 
1640 , 0 
1641 , 0 
1642 , 0 
1643 , 0 
1644 , 0 
1645 , 0 
1646 , 0 
1647 , 0 
1648 , 0 
1649 , 0 
1650 , 0 
1651 , 0 
1652 , 0 
1653 , 0 
1654 , 0 
1655 , 0 
1656 , 0 
1657 , 1 
1658 , 0 
1659 , 0 
1660 , 0 
1661 , 0 
1662 , 0 
1663 , 0 
1664 , 0 
1665 , 0 
1666 , 0 
1667 , 0 
1668 , 0 
1669 , 1 
1670 , 0 
1671 , 0 
1672 , 0 
1673 , 0 
1674 , 0 
1675 , 0 
1676 , 0 
1677 , 0 
1678 , 0 
1679 , 0 
1680 , 0 
1681 , 0 
1682 , 1 
1683 , 1 
1684 , 0 
1685 , 0 
1686 , 0 
1687 , 0 
1688 , 0 
1689 , 0 
1690 , 0 
1691 , 0 
1692 , 0 
1693 , 0 
1694 , 0 
1695 , 0 
1696 , 0 
1697 , 0 
1698 , 0 
1699 , 0 
1700 , 1 
1701 , 0 
1702 , 0 
1703 , 1 
1704 , 0 
1705 , 1 
1706 , 0 
1707 , 0 
1708 , 0 
1709 , 0 
1710 , 0 
1711 , 0 
1712 , 0 
1713 , 0 
1714 , 0 
1715 , 0 
1716 , 1 
1717 , 0 
1718 , 0 
1719 , 0 
1720 , 0 
1721 , 0 
1722 , 0 
1723 , 0 
1724 , 0 
1725 , 0 
1726 , 0 
1727 , 0 
1728 , 0 
1729 , 0 
1730 , 0 
1731 , 1 
1732 , 0 
1733 , 0 
1734 , 0 
1735 , 0 
1736 , 0 
1737 , 0 
1738 , 0 
1739 , 0 
1740 , 0 
1741 , 0 
1742 , 0 
1743 , 0 
1744 , 0 
1745 , 0 
1746 , 0 
1747 , 0 
1748 , 0 
1749 , 0 
1750 , 0 
1751 , 0 
1752 , 0 
1753 , 0 
1754 , 0 
1755 , 0 
1756 , 0 
1757 , 0 
1758 , 0 
1759 , 0 
1760 , 0 
1761 , 0 
1762 , 0 
1763 , 0 
1764 , 0 
1765 , 0 
1766 , 0 
1767 , 1 
1768 , 0 
1769 , 0 
1770 , 0 
1771 , 0 
1772 , 0 
1773 , 0 
1774 , 0 
1775 , 0 
1776 , 0 
1777 , 1 
1778 , 0 
1779 , 0 
1780 , 1 
1781 , 0 
1782 , 0 
1783 , 0 
1784 , 0 
1785 , 0 
1786 , 0 
1787 , 0 
1788 , 0 
1789 , 0 
1790 , 0 
1791 , 0 
1792 , 0 
1793 , 0 
1794 , 0 
1795 , 0 
1796 , 0 
1797 , 0 
1798 , 0 
1799 , 0 
1800 , 0 
1801 , 1 
1802 , 0 
1803 , 0 
1804 , 0 
1805 , 0 
1806 , 0 
1807 , 0 
1808 , 0 
1809 , 0 
1810 , 0 
1811 , 1 
1812 , 0 
1813 , 0 
1814 , 1 
1815 , 0 
1816 , 0 
1817 , 0 
1818 , 0 
1819 , 0 
1820 , 0 
1821 , 0 
1822 , 0 
1823 , 0 
1824 , 0 
1825 , 0 
1826 , 0 
1827 , 0 
1828 , 0 
1829 , 0 
1830 , 0 
1831 , 0 
1832 , 0 
1833 , 0 
1834 , 0 
1835 , 0 
1836 , 0 
1837 , 0 
1838 , 0 
1839 , 0 
1840 , 0 
1841 , 0 
1842 , 0 
1843 , 0 
1844 , 0 
1845 , 0 
1846 , 0 
1847 , 0 
1848 , 0 
1849 , 0 
1850 , 0 
1851 , 0 
1852 , 0 
1853 , 0 
1854 , 0 
1855 , 0 
1856 , 0 
1857 , 0 
1858 , 0 
1859 , 0 
1860 , 0 
1861 , 0 
1862 , 0 
1863 , 0 
1864 , 0 
1865 , 0 
1866 , 0 
1867 , 0 
1868 , 0 
1869 , 0 
1870 , 0 
1871 , 0 
